Zone url,Spot,Continent,Country,Zone,Subzone,Subsubzone,Latitude,Longitude,Distance,Walk,Easy to find?,Public access?,Special access,Wave quality,Experience,Frequency,Type,Direction,Bottom,Power,Normal length,Good day length,Good swell direction,Good wind direction,Swell size,Best tide position,Best tide movement,Week crowd,Week-end crowd,BestSurfing_JanFeb,BestSurfing_MarApr,BestSurfing_MayJun,BestSurfing_JulAug,BestSurfing_SepOct,BestSurfing_NovDec,TypicalSwell_JanFeb,TypicalSwell_MarApr,TypicalSwell_MayJun,TypicalSwell_JulAug,TypicalSwell_SepOct,TypicalSwell_NovDec,SurfEquipment_JanFeb,SurfEquipment_MarApr,SurfEquipment_MayJun,SurfEquipment_JulAug,SurfEquipment_SepOct,SurfEquipment_NovDec,WaterTemp_JanFeb,WaterTemp_MarApr,WaterTemp_MayJun,WaterTemp_JulAug,WaterTemp_SepOct,WaterTemp_NovDec,AirTemp_JanFeb,AirTemp_MarApr,AirTemp_MayJun,AirTemp_JulAug,AirTemp_SepOct,AirTemp_NovDec,climate_janfeb,climate_marapr,climate_mayjun,climate_julaug,climate_septoct,climate_novdec,Distance_num,Wave quality_num,Experience_num,Frequency_num,Normal length_num,Good day length_num
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,bunbury,Australia_Pacific,Australia,WA,Perth_South,,-33.32705,115.6289833,Take a car,Short walk (5-15 mn),OK,Private access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Fast; Powerful; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),North; East,North; SouthEast; East; NorthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 2m+ / 6ft+,Mid and high tide,Falling tide,Few surfers,Crowded,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,5.0,3.0,2.0,3.0,1.0,2.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,bp_reef,Australia_Pacific,Australia,WA,Perth_South,,-33.31316667,115.63455,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Sometimes break,Reef-rocky,Right and left,Flat rocks,Hollow; Fast; Fun; Ledgey,Normal (50 to 150m),Long (150 to 300 m),NorthWest; West; SouthWest,East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Empty,Few surfers,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,5.0,3.0,3.0,2.0,2.0,3.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,Bunbury_-_Clam,Australia_Pacific,Australia,WA,Perth_South,,-33.33055,115.6276667,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Hollow; Powerful; Fun; Slab,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest,NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Few surfers,Few surfers,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,6.0,3.0,2.0,4.0,1.0,2.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,dalyellup_beach,Australia_Pacific,Australia,WA,Perth_South,,-33.39813333,115.5996,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,Beginners wave,Sometimes break,Beach-break,Right and left,Sandy with rock,Ordinary,Short (&amp;lt; 50m),Short (&amp;lt; 50m),SouthWest,SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Don't know,Empty,Few surfers,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,6.0,2.0,1.0,2.0,1.0,1.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,fragles,Australia_Pacific,Australia,WA,Perth_South,,-33.30856667,115.6364667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Breakwater/jetty,Left,Sandy with rock,Fun,Normal (50 to 150m),Long (150 to 300 m),North; NorthWest; NorthEast,East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Low and mid tide,Rising tide,Empty,Few surfers,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,5.0,3.0,2.0,3.0,2.0,3.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,back_beach,Australia_Pacific,Australia,WA,Perth_South,,-33.30861667,115.6366,Take a car,Instant access (&amp;lt; 5min),Easy to find,Don't know,Don't know,Normal,All surfers,Sometimes break,Beach-break,Right and left,Sandy with rock,Hollow; Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),West; SouthWest,SouthEast; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising and falling tides,Empty,Few surfers,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,5.0,3.0,2.0,2.0,1.0,1.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,the_groyne,Australia_Pacific,Australia,WA,Perth_South,,-33.30878333,115.6358167,Take a car,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Regional Classic,All surfers,Sometimes break,Breakwater/jetty,Right,Sandy,Hollow; Fast; Ledgey,Short (&amp;lt; 50m),Normal (50 to 150m),NorthEast,North; East; NorthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising and falling tides,Few surfers,Few surfers,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,5.0,4.0,2.0,2.0,1.0,2.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,Bunbury_-_The_Wall,Australia_Pacific,Australia,WA,Perth_South,,-33.30128333,115.6463833,Take a car,Short walk (5-15 mn),OK,Private access,Don't know,Regional Classic,Experienced surfers,Sometimes break,Point-break,Left,Sandy with rock,Fun,Normal (50 to 150m),Long (150 to 300 m),NorthWest,SouthWest; South; SouthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,All tides,Don't know,Few surfers,Crowded,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,5.0,4.0,3.0,2.0,2.0,3.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,Caves,Australia_Pacific,Australia,WA,Perth_South,,-32.52288333,115.6999833,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,By boat only,Normal,Experienced surfers,Very consistent (150 day/year),Reef-rocky,Right and left,Sandy with rock,,Short (&amp;lt; 50m),Normal (50 to 150m),,,Starts working at Over 3.5m / 12ft and holds up to 4m+ / 12ft,Mid tide,Falling tide,Empty,Empty,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,6.0,3.0,3.0,4.0,1.0,2.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,Cozzies,Australia_Pacific,Australia,WA,Perth_South,,-32.58226667,115.6473667,Day trip,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Reef-rocky,Left,Flat rocks,Hollow; Fast; Fun,Normal (50 to 150m),Normal (50 to 150m),West; SouthWest,South; SouthEast; East,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising tide,Crowded,Crowded,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,4.0,4.0,2.0,3.0,2.0,2.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,Dingoes,Australia_Pacific,Australia,WA,Perth_South,,-32.03965,115.7399333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),Don't know,East,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,Mid tide,Rising tide,Few surfers,Crowded,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,5.0,3.0,2.0,3.0,1.0,2.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,Dotties,Australia_Pacific,Australia,WA,Perth_South,,-32.52083333,115.70565,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Sloppy,All surfers,Sometimes break,Sand-bar,Left,Sandy with rock,,Long (150 to 300 m),Exceptional (&gt;500m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2m+ / 6ft+,Mid and high tide,Rising and falling tides,Empty,Few surfers,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,5.0,2.0,2.0,2.0,3.0,5.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,garden_island,Australia_Pacific,Australia,WA,Perth_South,,-32.19973333,115.6764167,Day trip,Don't know,OK,Public access,By boat only,Sloppy,Experienced surfers,Sometimes break,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),,Short (&amp;lt; 50m),Normal (50 to 150m),,,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,High tide only,,Empty,Empty,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,4.0,2.0,3.0,2.0,1.0,2.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,hunchies_bay,Australia_Pacific,Australia,WA,Perth_South,,-32.53411667,115.69005,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Reef-rocky,Right and left,Sandy with rock,Fun,Short (&amp;lt; 50m),Short (&amp;lt; 50m),West; SouthWest; South,SouthWest; South; SouthEast; East; NorthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,All tides,Rising and falling tides,Few surfers,Crowded,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,5.0,3.0,2.0,4.0,1.0,1.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,issues,Australia_Pacific,Australia,WA,Perth_South,,-32.60085,115.6282667,Take a car,Instant access (&amp;lt; 5min),Hard to find,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Regular,Sand-bar,Right and left,Sandy with rock,Fast; Powerful; Ledgey,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthWest; West,SouthEast; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 4m+ / 12ft,,,Empty,Few surfers,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,5.0,4.0,3.0,3.0,1.0,1.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,melros,Australia_Pacific,Australia,WA,Perth_South,,-32.63971667,115.6170333,Day trip,Short walk (5-15 mn),Hard to find,Public access,Don't know,Regional Classic,Experienced surfers,Regular,Point-break,Right and left,Sandy with rock,Fast; Powerful; Ledgey,Normal (50 to 150m),Long (150 to 300 m),,East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,,Empty,Few surfers,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,4.0,4.0,3.0,3.0,2.0,3.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,pengoes,Australia_Pacific,Australia,WA,Perth_South,,-32.30435,115.6885333,Take a car,Short walk (5-15 mn),OK,Public access,Paddle &gt; 20mn or Boat,Normal,All surfers,Regular,Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Fun; Ledgey,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthWest; West; SouthWest,SouthEast; East,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Mid and high tide,Rising and falling tides,Few surfers,Crowded,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,5.0,3.0,2.0,3.0,1.0,1.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,peppi_beach_reef_-_capel_cut,Australia_Pacific,Australia,WA,Perth_South,,-33.51348333,115.5157,Take a car,Short walk (5-15 mn),OK,Public access,4x4,Regional Classic,All surfers,Regular,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Powerful; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; West; SouthWest,SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid tide,Rising and falling tides,Empty,Few surfers,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,5.0,4.0,2.0,3.0,1.0,2.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,preston,Australia_Pacific,Australia,WA,Perth_South,,-32.88263333,115.6485,Day trip,Short walk (5-15 mn),Easy to find,Public access,4x4,Choss,Beginners wave,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),NorthWest; West; SouthWest,East,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,All tides,,Empty,Few surfers,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,4.0,1.0,1.0,4.0,1.0,1.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,pyramids,Australia_Pacific,Australia,WA,Perth_South,,-32.60308333,115.6285333,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Sand-bar,Right and left,Sandy with rock,Fast; Fun; Powerless,Short (&amp;lt; 50m),Normal (50 to 150m),SouthEast; East,SouthEast; East,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 2.5m+ / 8ft+,Mid tide,Falling tide,Crowded,Crowded,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,5.0,3.0,2.0,3.0,1.0,2.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,roberts_point,Australia_Pacific,Australia,WA,Perth_South,,-32.51833333,115.7020833,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Beginners wave,Sometimes break,Reef-rocky,Left,Sandy with rock,Fun,Short (&amp;lt; 50m),Normal (50 to 150m),West; SouthWest,SouthWest; South; SouthEast; East,Starts working at 2m-2.5m / 6ft-8ft and holds up to 5m / 16 ft and over,All tides,Rising and falling tides,Empty,Empty,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,5.0,3.0,1.0,2.0,1.0,2.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,scars,Australia_Pacific,Australia,WA,Perth_South,,-32.55258333,115.6775333,In the city,Instant access (&amp;lt; 5min),Easy to find,Private access,Don't know,Regional Classic,Experienced surfers,Regular,Reef-rocky,Left,Reef (coral; sharp rocks etc..),,Short (&amp;lt; 50m),Normal (50 to 150m),SouthWest,East,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising and falling tides,Empty,Empty,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,6.0,4.0,3.0,3.0,1.0,2.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,secret_reef,Australia_Pacific,Australia,WA,Perth_South,,-32.5523,115.6782667,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Paddle &gt; 20mn or Boat,Regional Classic,Experienced surfers,Regular,Reef-coral,Left,Reef (coral;sharp rocks etc..) with sand,Hollow; Fast; Powerful,Short (&amp;lt; 50m),Short (&amp;lt; 50m),SouthWest,East,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Empty,Empty,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,5.0,4.0,3.0,3.0,1.0,1.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,secrets,Australia_Pacific,Australia,WA,Perth_South,,-32.40936667,115.7454167,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,4x4,Normal,All surfers,Regular,Sand-bar,Right and left,Sandy,Fast; Fun,Normal (50 to 150m),Long (150 to 300 m),West; SouthWest,SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Rising and falling tides,Few surfers,Crowded,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,5.0,3.0,2.0,3.0,2.0,3.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,Shelbys_Vag,Australia_Pacific,Australia,WA,Perth_South,,-33.32216667,115.6307,In the city,Instant access (&amp;lt; 5min),OK,Public access,Don't know,Normal,Pros or kamikaze only...,Very consistent (150 day/year),Reef-rocky,Right and left,Sandy with rock,,Short (&amp;lt; 50m),Short (&amp;lt; 50m),,,Starts working at 1.5m-2m /5ft-6ft and holds up to 4m+ / 12ft,Low and mid tide,Rising tide,Empty,Empty,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,6.0,3.0,4.0,4.0,1.0,1.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,Sidewinders,Australia_Pacific,Australia,WA,Perth_South,,-32.5216,115.69975,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,World Class,All surfers,Sometimes break,Reef-rocky,Right and left,Reef (coral;sharp rocks etc..) with sand,Fun,Long (150 to 300 m),Very Long (300 to 500 m),SouthWest,South,Starts working at Don't know and holds up to 2m+ / 6ft+,All tides,Rising tide,Empty,Few surfers,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,5.0,5.0,2.0,2.0,3.0,4.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,singleton,Australia_Pacific,Australia,WA,Perth_South,,-32.4459,115.74775,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Regular,Beach-break,Right and left,Sandy,Hollow; Fast; Ordinary; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),West; SouthWest,SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,Mid tide,Falling tide,Few surfers,Crowded,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,6.0,3.0,2.0,3.0,1.0,2.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,sucky_lefts,Australia_Pacific,Australia,WA,Perth_South,,-32.5481,115.68085,In the city,Short walk (5-15 mn),OK,Private access,Don't know,Sloppy,All surfers,Regular,Reef-rocky,Left,Boulders,Hollow; Fast; Fun; Powerless,Short (&amp;lt; 50m),Short (&amp;lt; 50m),West,SouthEast; East; NorthEast,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,All tides,Rising and falling tides,Empty,Empty,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,6.0,2.0,2.0,3.0,1.0,1.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Perth_South/index.html,The_Wall,Australia_Pacific,Australia,WA,Perth_South,,-33.30366667,115.6464167,In the city,Good walk (15-30 mn),OK,Private access,Don't know,Normal,All surfers,Very consistent (150 day/year),Beach-break,Right and left,Sandy,Hollow; Powerful; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),Don't know,SouthWest,Starts working at 1.5m-2m /5ft-6ft and holds up to 2.5m+ / 8ft+,Low and mid tide,Rising and falling tides,Few surfers,Few surfers,1,2,2,2,2,1,1,2,2,3,3,1,Boardshorts,Springsuit,Fullsuit,,Shorty,Springsuit,,,,,,,77,,,,,,,,,,,,6.0,3.0,2.0,4.0,1.0,2.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Recherche/index.html,LuckyBay,Australia_Pacific,Australia,WA,Recherche,,-33.99455,122.2429833,Take a car,Long walk (&gt;30 mn),Easy to find,Public access,4x4,Regional Classic,All surfers,Very consistent (150 day/year),Beach-break,Right,Sandy with rock,Powerful,Normal (50 to 150m),Long (150 to 300 m),Don't know,North; NorthWest; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,Don't know,Empty,Few surfers,1,1,2,2,1,1,1,3,5,5,3,2,Boardshorts,Springsuit,Fullsuit,Fullsuit,Springsuit,Boardshorts,,,,,,,,,,,,,sun,sun-cloud,sun-cloud,sun-cloud,sun,sun,5.0,4.0,2.0,4.0,2.0,3.0
http://www.wannasurf.com/spot/Australia_Pacific/Australia/WA/Recherche/index.html,West_Beach,Australia_Pacific,Australia,WA,Recherche,,-33.87743333,121.87795,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Regional Classic,All surfers,Regular,Sand-bar,Right and left,Sandy,,Short (&amp;lt; 50m),Normal (50 to 150m),,,Starts working at Less than 1m / 3ft and holds up to 1m+ / 3ft+,All tides,Rising tide,Few surfers,Crowded,1,1,2,2,1,1,1,3,5,5,3,2,Boardshorts,Springsuit,Fullsuit,Fullsuit,Springsuit,Boardshorts,,,,,,,,,,,,,sun,sun-cloud,sun-cloud,sun-cloud,sun,sun,6.0,4.0,2.0,3.0,1.0,2.0
http://www.wannasurf.com/spot/Australia_Pacific/Christmas/index.html,Jetty_s,Australia_Pacific,Christmas,,,,-10.42925,105.6693333,In the city,Instant access (&amp;lt; 5min),Easy to find,Private access,By plane only,Regional Classic,Experienced surfers,Sometimes break,Reef-coral,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fun,Short (&amp;lt; 50m),Normal (50 to 150m),North; NorthWest; NorthEast,SouthWest; South; SouthEast,Starts working at Less than 1m / 3ft and holds up to 2m+ / 6ft+,Mid and high tide,Rising and falling tides,Empty,Empty,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,3.0,2.0,1.0,2.0
http://www.wannasurf.com/spot/Australia_Pacific/Easter/index.html,Mataveri,Australia_Pacific,Easter,,,,-27.17031667,-109.4497,Take a car,Short walk (5-15 mn),Easy to find,Public access,Don't know,World Class,Experienced surfers,Regular,Point-break,Left,Boulders,Hollow; Fast; Powerful; Ledgey,Normal (50 to 150m),Long (150 to 300 m),SouthWest; South,SouthEast; East; NorthEast,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 3m+ / 10ft+,All tides,,Few surfers,Few surfers,2,2,2,2,2,2,4,4,5,5,3,4,Shorty,Combi inter-saison,Combi inter-saison,Combi inter-saison,Shorty,Shorty,72,70,66,66,72,72,79,72,68,68,72,79,,,,,,,5.0,5.0,3.0,3.0,2.0,3.0
http://www.wannasurf.com/spot/Australia_Pacific/Easter/index.html,apina,Australia_Pacific,Easter,,,,-27.14781667,-109.4323333,In the city,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,All surfers,Very consistent (150 day/year),Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Fun,Short (&amp;lt; 50m),Normal (50 to 150m),NorthWest; SouthWest; South,SouthEast; East,Starts working at Less than 1m / 3ft and holds up to 2.5m+ / 8ft+,Mid and high tide,Rising tide,Few surfers,Few surfers,2,2,2,2,2,2,4,4,5,5,3,4,Shorty,Combi inter-saison,Combi inter-saison,Combi inter-saison,Shorty,Shorty,72,70,66,66,72,72,79,72,68,68,72,79,,,,,,,6.0,3.0,2.0,4.0,1.0,2.0
http://www.wannasurf.com/spot/Australia_Pacific/Easter/index.html,papa_tenga_roa,Australia_Pacific,Easter,,,,-27.1699,-109.3872167,Take a car,Long walk (&gt;30 mn),OK,Public access,Don't know,World Class,Pros or kamikaze only...,Very consistent (150 day/year),Reef-rocky,Right and left,Reef (coral; sharp rocks etc..),Hollow; Fast; Powerful; Ledgey; Slab,Normal (50 to 150m),Normal (50 to 150m),SouthWest; South,NorthWest; West; SouthWest,Starts working at 1.0m-1.5m / 3ft-5ft and holds up to 5m / 16 ft and over,Mid and high tide,Rising and falling tides,Few surfers,Few surfers,2,2,2,2,2,2,4,4,5,5,3,4,Shorty,Combi inter-saison,Combi inter-saison,Combi inter-saison,Shorty,Shorty,72,70,66,66,72,72,79,72,68,68,72,79,,,,,,,5.0,5.0,4.0,4.0,2.0,2.0
http://www.wannasurf.com/spot/Australia_Pacific/Fiji/index.html,Beachouse,Australia_Pacific,Fiji,,,,-18.23163333,177.7711833,Take a car,Instant access (&amp;lt; 5min),Easy to find,Public access,Don't know,Normal,Experienced surfers,Very consistent (150 day/year),Reef-coral,Right,Reef (coral; sharp rocks etc..),,Short (&amp;lt; 50m),Short (&amp;lt; 50m),,,Starts working at  and holds up to ,High tide only,Rising and falling tides,Empty,Empty,1,2,2,2,2,1,4,4,4,3,3,4,Boardshorts,Boardshorts,Boardshorts,Boardshorts,Boardshorts,Boardshorts,82,82,79,79,79,82,82,81,77,77,79,82,,,,,,,5.0,3.0,3.0,4.0,1.0,1.0
